0.00257	0.0009956
0.0025781	0.00099874
0.0025862	0.0010019
0.0025943	0.001005
0.0026025	0.0010082
0.0026107	0.0010114
0.0026189	0.0010146
0.0026272	0.0010178
0.0026355	0.001021
0.0026438	0.0010242
0.0026521	0.0010274
0.0026605	0.0010307
0.0026689	0.0010339
0.0026773	0.0010372
0.0026857	0.0010405
0.0026942	0.0010437
0.0027027	0.001047
0.0027112	0.0010503
0.0027198	0.0010536
0.0027284	0.001057
0.002737	0.0010603
0.0027456	0.0010636
0.0027542	0.001067
0.0027629	0.0010704
0.0027716	0.0010737
0.0027804	0.0010771
0.0027891	0.0010805
0.0027979	0.0010839
0.0028068	0.0010873
0.0028156	0.0010908
0.0028245	0.0010942
0.0028334	0.0010977
0.0028423	0.0011011
0.0028513	0.0011046
0.0028603	0.0011081
0.0028693	0.0011116
0.0028783	0.0011151
0.0028874	0.0011186
0.0028965	0.0011221
0.0029056	0.0011256
0.0029148	0.0011292
0.0029239	0.0011327
0.0029332	0.0011363
0.0029424	0.0011399
0.0029517	0.0011435
0.002961	0.0011471
0.0029703	0.0011507
0.0029796	0.0011543
0.002989	0.0011579
0.0029984	0.0011616
0.0030079	0.0011652
0.0030173	0.0011689
0.0030268	0.0011726
0.0030364	0.0011763
0.0030459	0.00118
0.0030555	0.0011837
0.0030651	0.0011874
0.0030748	0.0011912
0.0030844	0.0011949
0.0030941	0.0011987
0.0031039	0.0012024
0.0031136	0.0012062
0.0031234	0.00121
0.0031332	0.0012138
0.0031431	0.0012176
0.003153	0.0012215
0.0031629	0.0012253
0.0031728	0.0012292
0.0031828	0.001233
0.0031928	0.0012369
0.0032028	0.0012408
0.0032129	0.0012447
0.003223	0.0012486
0.0032331	0.0012525
0.0032433	0.0012564
0.0032534	0.0012604
0.0032637	0.0012643
0.0032739	0.0012683
0.0032842	0.0012723
0.0032945	0.0012763
0.0033048	0.0012803
0.0033152	0.0012843
0.0033256	0.0012883
0.003336	0.0012924
0.0033465	0.0012964
0.003357	0.0013005
0.0033675	0.0013046
0.0033781	0.0013087
0.0033886	0.0013128
0.0033993	0.0013169
0.0034099	0.001321
0.0034206	0.0013251
0.0034313	0.0013293
0.003442	0.0013334
0.0034528	0.0013376
0.0034636	0.0013418
0.0034745	0.001346
0.0034854	0.0013502
0.0034963	0.0013544
0.0035072	0.0013587
0.0035182	0.0013629
0.0035292	0.0013672
0.0035402	0.0013715
0.0035513	0.0013758
0.0035624	0.0013801
0.0035735	0.0013844
0.0035847	0.0013887
0.0035959	0.001393
0.0036071	0.0013974
0.0036184	0.0014018
0.0036297	0.0014061
0.003641	0.0014105
0.0036524	0.0014149
0.0036638	0.0014193
0.0036752	0.0014238
0.0036867	0.0014282
0.0036982	0.0014327
0.0037097	0.0014371
0.0037212	0.0014416
0.0037328	0.0014461
0.0037445	0.0014506
0.0037561	0.0014551
0.0037678	0.0014597
0.0037796	0.0014642
0.0037914	0.0014688
0.0038032	0.0014733
0.003815	0.0014779
0.0038269	0.0014825
0.0038388	0.0014871
0.0038507	0.0014918
0.0038627	0.0014964
0.0038747	0.0015011
0.0038867	0.0015057
0.0038988	0.0015104
0.0039109	0.0015151
0.0039231	0.0015198
0.0039353	0.0015245
0.0039475	0.0015293
0.0039598	0.001534
0.0039721	0.0015388
0.0039844	0.0015435
0.0039967	0.0015483
0.0040091	0.0015531
0.0040216	0.001558
0.004034	0.0015628
0.0040465	0.0015676
0.0040591	0.0015725
0.0040717	0.0015774
0.0040843	0.0015823
0.0040969	0.0015872
0.0041096	0.0015921
0.0041223	0.001597
0.0041351	0.0016019
0.0041479	0.0016069
0.0041607	0.0016119
0.0041736	0.0016169
0.0041865	0.0016219
0.0041994	0.0016269
0.0042124	0.0016319
0.0042254	0.0016369
0.0042385	0.001642
0.0042516	0.0016471
0.0042647	0.0016521
0.0042779	0.0016572
0.0042911	0.0016624
0.0043043	0.0016675
0.0043176	0.0016726
0.0043309	0.0016778
0.0043443	0.001683
0.0043577	0.0016882
0.0043711	0.0016934
0.0043846	0.0016986
0.0043981	0.0017038
0.0044116	0.0017091
0.0044252	0.0017143
0.0044388	0.0017196
0.0044525	0.0017249
0.0044662	0.0017302
0.0044799	0.0017355
0.0044937	0.0017408
0.0045075	0.0017462
0.0045213	0.0017516
0.0045352	0.0017569
0.0045492	0.0017623
0.0045631	0.0017678
0.0045771	0.0017732
0.0045912	0.0017786
0.0046053	0.0017841
0.0046194	0.0017896
0.0046336	0.001795
0.0046478	0.0018006
0.004662	0.0018061
0.0046763	0.0018116
0.0046906	0.0018172
0.004705	0.0018227
0.0047194	0.0018283
0.0047339	0.0018339
0.0047484	0.0018395
0.0047629	0.0018451
0.0047775	0.0018508
0.0047921	0.0018564
0.0048067	0.0018621
0.0048214	0.0018678
0.0048361	0.0018735
0.0048509	0.0018792
0.0048657	0.001885
0.0048806	0.0018907
0.0048955	0.0018965
0.0049104	0.0019023
0.0049254	0.0019081
0.0049404	0.0019139
0.0049555	0.0019198
0.0049706	0.0019256
0.0049857	0.0019315
0.0050009	0.0019374
0.0050161	0.0019433
0.0050314	0.0019492
0.0050467	0.0019551
0.0050621	0.0019611
0.0050775	0.001967
0.0050929	0.001973
0.0051084	0.001979
0.0051239	0.001985
0.0051395	0.001991
0.0051551	0.0019971
0.0051708	0.0020032
0.0051865	0.0020092
0.0052022	0.0020153
0.005218	0.0020215
0.0052338	0.0020276
0.0052497	0.0020337
0.0052656	0.0020399
0.0052816	0.0020461
0.0052976	0.0020523
0.0053136	0.0020585
0.0053297	0.0020647
0.0053459	0.002071
0.005362	0.0020773
0.0053783	0.0020835
0.0053945	0.0020898
0.0054108	0.0020962
0.0054272	0.0021025
0.0054436	0.0021089
0.00546	0.0021152
0.0054765	0.0021216
0.0054931	0.002128
0.0055097	0.0021344
0.0055263	0.0021409
0.005543	0.0021473
0.0055597	0.0021538
0.0055764	0.0021603
0.0055932	0.0021668
0.0056101	0.0021734
0.005627	0.0021799
0.0056439	0.0021865
0.0056609	0.002193
0.005678	0.0021996
0.0056951	0.0022063
0.0057122	0.0022129
0.0057294	0.0022196
0.0057466	0.0022262
0.0057639	0.0022329
0.0057812	0.0022396
0.0057985	0.0022464
0.0058159	0.0022531
0.0058334	0.0022599
0.0058509	0.0022666
0.0058685	0.0022734
0.0058861	0.0022803
0.0059037	0.0022871
0.0059214	0.0022939
0.0059391	0.0023008
0.0059569	0.0023077
0.0059748	0.0023146
0.0059926	0.0023216
0.0060106	0.0023285
0.0060286	0.0023355
0.0060466	0.0023424
0.0060647	0.0023495
0.0060828	0.0023565
0.006101	0.0023635
0.0061192	0.0023706
0.0061375	0.0023777
0.0061558	0.0023848
0.0061742	0.0023919
0.0061926	0.002399
0.006211	0.0024062
0.0062296	0.0024133
0.0062481	0.0024205
0.0062667	0.0024277
0.0062854	0.002435
0.0063041	0.0024422
0.0063229	0.0024495
0.0063417	0.0024568
0.0063606	0.0024641
0.0063795	0.0024714
0.0063985	0.0024788
0.0064175	0.0024861
0.0064365	0.0024935
0.0064557	0.0025009
0.0064748	0.0025084
0.0064941	0.0025158
0.0065133	0.0025233
0.0065327	0.0025307
0.006552	0.0025383
0.0065715	0.0025458
0.0065909	0.0025533
0.0066105	0.0025609
0.00663	0.0025685
0.0066497	0.0025761
0.0066694	0.0025837
0.0066891	0.0025914
0.0067089	0.002599
0.0067287	0.0026067
0.0067486	0.0026144
0.0067686	0.0026221
0.0067886	0.0026299
0.0068086	0.0026377
0.0068287	0.0026454
0.0068489	0.0026532
0.0068691	0.0026611
0.0068893	0.0026689
0.0069096	0.0026768
0.00693	0.0026847
0.0069504	0.0026926
0.0069709	0.0027005
0.0069914	0.0027085
0.007012	0.0027165
0.0070327	0.0027245
0.0070534	0.0027325
0.0070741	0.0027405
0.0070949	0.0027486
0.0071158	0.0027566
0.0071367	0.0027647
0.0071576	0.0027729
0.0071787	0.002781
0.0071997	0.0027892
0.0072209	0.0027974
0.007242	0.0028056
0.0072633	0.0028138
0.0072846	0.002822
0.0073059	0.0028303
0.0073273	0.0028386
0.0073488	0.0028469
0.0073703	0.0028553
0.0073919	0.0028636
0.0074135	0.002872
0.0074352	0.0028804
0.0074569	0.0028888
0.0074787	0.0028973
0.0075006	0.0029057
0.0075225	0.0029142
0.0075445	0.0029227
0.0075665	0.0029313
0.0075886	0.0029398
0.0076107	0.0029484
0.0076329	0.002957
0.0076552	0.0029656
0.0076775	0.0029743
0.0076999	0.0029829
0.0077223	0.0029916
0.0077448	0.0030003
0.0077673	0.0030091
0.0077899	0.0030178
0.0078126	0.0030266
0.0078353	0.0030354
0.0078581	0.0030442
