LAI,CAC,Sensible heat flux (kJ/hr),Latent heat flux (kg/hr)
0.014679,0.005686,-0.255162,0.000328
0.014718,0.005702,-0.255840,0.000329
0.014757,0.005717,-0.256518,0.000330
0.014796,0.005732,-0.257196,0.000331
0.014835,0.005747,-0.257874,0.000332
0.014875,0.005762,-0.258569,0.000333
0.014914,0.005778,-0.259247,0.000333
0.014954,0.005793,-0.259943,0.000334
0.014993,0.005808,-0.260620,0.000335
0.015033,0.005824,-0.261316,0.000336
0.015073,0.005839,-0.262011,0.000337
0.015113,0.005855,-0.262706,0.000338
0.015153,0.005870,-0.263402,0.000339
0.015193,0.005886,-0.264097,0.000340
0.015233,0.005901,-0.264792,0.000341
0.015274,0.005917,-0.265505,0.000341
0.015314,0.005933,-0.266200,0.000342
0.015354,0.005948,-0.266896,0.000343
0.015395,0.005964,-0.267608,0.000344
0.015436,0.005980,-0.268321,0.000345
0.015476,0.005996,-0.269016,0.000346
0.015517,0.006011,-0.269729,0.000347
0.015558,0.006027,-0.270442,0.000348
0.015599,0.006043,-0.271154,0.000349
0.015640,0.006059,-0.271867,0.000350
0.015682,0.006075,-0.272597,0.000351
0.015723,0.006091,-0.273310,0.000352
0.015764,0.006107,-0.274023,0.000352
0.015806,0.006123,-0.274753,0.000353
0.015848,0.006139,-0.275483,0.000354
0.015889,0.006156,-0.276195,0.000355
0.015931,0.006172,-0.276926,0.000356
0.015973,0.006188,-0.277656,0.000357
0.016015,0.006204,-0.278386,0.000358
0.016057,0.006221,-0.279116,0.000359
0.016099,0.006237,-0.279846,0.000360
0.016142,0.006253,-0.280593,0.000361
0.016184,0.006270,-0.281323,0.000362
0.016226,0.006286,-0.282053,0.000363
0.016269,0.006303,-0.282801,0.000364
0.016312,0.006319,-0.283548,0.000365
0.016354,0.006336,-0.284278,0.000366
0.016397,0.006352,-0.285026,0.000367
0.016440,0.006369,-0.285773,0.000368
0.016483,0.006386,-0.286521,0.000369
0.016526,0.006402,-0.287268,0.000369
0.016570,0.006419,-0.288033,0.000370
0.016613,0.006436,-0.288781,0.000371
0.016656,0.006453,-0.289528,0.000372
0.016700,0.006470,-0.290293,0.000373
0.016744,0.006487,-0.291058,0.000374
0.016787,0.006503,-0.291805,0.000375
0.016831,0.006520,-0.292570,0.000376
0.016875,0.006537,-0.293335,0.000377
0.016919,0.006555,-0.294100,0.000378
0.016963,0.006572,-0.294865,0.000379
0.017008,0.006589,-0.295647,0.000380
0.017052,0.006606,-0.296412,0.000381
0.017096,0.006623,-0.297177,0.000382
0.017141,0.006640,-0.297959,0.000383
0.017186,0.006658,-0.298741,0.000384
0.017230,0.006675,-0.299506,0.000385
0.017275,0.006692,-0.300288,0.000386
0.017320,0.006710,-0.301070,0.000387
0.017365,0.006727,-0.301853,0.000388
0.017410,0.006745,-0.302635,0.000389
0.017456,0.006762,-0.303434,0.000390
0.017501,0.006780,-0.304217,0.000391
0.017546,0.006797,-0.304999,0.000392
0.017592,0.006815,-0.305798,0.000393
0.017638,0.006833,-0.306598,0.000394
0.017683,0.006850,-0.307380,0.000395
0.017729,0.006868,-0.308180,0.000396
0.017775,0.006886,-0.308979,0.000397
0.017821,0.006904,-0.309779,0.000398
0.017867,0.006922,-0.310579,0.000399
0.017914,0.006940,-0.311396,0.000400
0.017960,0.006958,-0.312195,0.000402
0.018007,0.006976,-0.313012,0.000403
0.018053,0.006994,-0.313812,0.000404
0.018100,0.007012,-0.314629,0.000405
0.018147,0.007030,-0.315446,0.000406
0.018194,0.007048,-0.316263,0.000407
0.018241,0.007066,-0.317080,0.000408
0.018288,0.007085,-0.317897,0.000409
0.018335,0.007103,-0.318714,0.000410
0.018382,0.007121,-0.319531,0.000411
0.018430,0.007140,-0.320365,0.000412
0.018477,0.007158,-0.321182,0.000413
0.018525,0.007176,-0.322017,0.000414
0.018573,0.007195,-0.322851,0.000415
0.018620,0.007214,-0.323668,0.000416
0.018668,0.007232,-0.324502,0.000417
0.018716,0.007251,-0.325337,0.000418
0.018765,0.007269,-0.326188,0.000420
0.018813,0.007288,-0.327023,0.000421
0.018861,0.007307,-0.327857,0.000422
0.018910,0.007326,-0.328709,0.000423
0.018958,0.007345,-0.329543,0.000424
0.019007,0.007363,-0.330395,0.000425
0.019056,0.007382,-0.331247,0.000426
0.019105,0.007401,-0.332099,0.000427
0.019154,0.007420,-0.332950,0.000428
0.019203,0.007439,-0.333802,0.000429
0.019252,0.007458,-0.334654,0.000430
0.019302,0.007477,-0.335523,0.000432
0.019351,0.007497,-0.336375,0.000433
0.019401,0.007516,-0.337244,0.000434
0.019450,0.007535,-0.338096,0.000435
0.019500,0.007554,-0.338965,0.000436
0.019550,0.007574,-0.339834,0.000437
0.019600,0.007593,-0.340703,0.000438
0.019650,0.007613,-0.341572,0.000439
0.019700,0.007632,-0.342441,0.000440
0.019751,0.007652,-0.343328,0.000442
0.019801,0.007671,-0.344197,0.000443
0.019852,0.007691,-0.345084,0.000444
0.019902,0.007710,-0.345953,0.000445
0.019953,0.007730,-0.346839,0.000446
0.020004,0.007750,-0.347726,0.000447
0.020055,0.007769,-0.348612,0.000448
0.020106,0.007789,-0.349499,0.000450
0.020158,0.007809,-0.350403,0.000451
0.020209,0.007829,-0.351289,0.000452
0.020260,0.007849,-0.352176,0.000453
0.020312,0.007869,-0.353080,0.000454
0.020364,0.007889,-0.353984,0.000455
0.020416,0.007909,-0.354887,0.000456
0.020467,0.007929,-0.355774,0.000458
0.020519,0.007949,-0.356678,0.000459
0.020572,0.007969,-0.357599,0.000460
0.020624,0.007990,-0.358503,0.000461
0.020676,0.008010,-0.359407,0.000462
0.020729,0.008030,-0.360328,0.000463
0.020781,0.008051,-0.361232,0.000465
0.020834,0.008071,-0.362153,0.000466
0.020887,0.008092,-0.363075,0.000467
0.020940,0.008112,-0.363996,0.000468
0.020993,0.008133,-0.364917,0.000469
0.021046,0.008153,-0.365839,0.000471
0.021099,0.008174,-0.366760,0.000472
0.021153,0.008195,-0.367699,0.000473
0.021206,0.008215,-0.368620,0.000474
0.021260,0.008236,-0.369559,0.000475
0.021314,0.008257,-0.370497,0.000477
0.021368,0.008278,-0.371436,0.000478
0.021422,0.008299,-0.372375,0.000479
0.021476,0.008320,-0.373313,0.000480
0.021530,0.008341,-0.374252,0.000481
0.021584,0.008362,-0.375191,0.000483
0.021639,0.008383,-0.376147,0.000484
0.021694,0.008404,-0.377103,0.000485
0.021748,0.008425,-0.378041,0.000486
0.021803,0.008446,-0.378997,0.000487
0.021858,0.008468,-0.379953,0.000489
0.021913,0.008489,-0.380910,0.000490
0.021968,0.008511,-0.381866,0.000491
0.022024,0.008532,-0.382839,0.000492
0.022079,0.008553,-0.383795,0.000494
0.022135,0.008575,-0.384769,0.000495
0.022190,0.008596,-0.385725,0.000496
0.022246,0.008618,-0.386698,0.000497
0.022302,0.008640,-0.387671,0.000499
0.022358,0.008662,-0.388645,0.000500
0.022414,0.008683,-0.389618,0.000501
0.022470,0.008705,-0.390592,0.000502
0.022527,0.008727,-0.391583,0.000504
0.022583,0.008749,-0.392556,0.000505
0.022640,0.008771,-0.393547,0.000506
0.022697,0.008793,-0.394538,0.000507
0.022754,0.008815,-0.395528,0.000509
0.022811,0.008837,-0.396519,0.000510
0.022868,0.008859,-0.397510,0.000511
0.022925,0.008881,-0.398501,0.000513
0.022982,0.008903,-0.399492,0.000514
0.023040,0.008926,-0.400500,0.000515
0.023098,0.008948,-0.401508,0.000516
0.023155,0.008970,-0.402499,0.000518
0.023213,0.008993,-0.403507,0.000519
0.023271,0.009015,-0.404515,0.000520
0.023329,0.009038,-0.405524,0.000522
0.023387,0.009060,-0.406532,0.000523
0.023446,0.009083,-0.407557,0.000524
0.023504,0.009106,-0.408566,0.000525
0.023563,0.009128,-0.409591,0.000527
0.023622,0.009151,-0.410617,0.000528
0.023681,0.009174,-0.411642,0.000529
0.023740,0.009197,-0.412668,0.000531
0.023799,0.009220,-0.413694,0.000532
0.023858,0.009243,-0.414719,0.000533
0.023917,0.009266,-0.415745,0.000535
0.023977,0.009289,-0.416788,0.000536
0.024036,0.009312,-0.417813,0.000537
0.024096,0.009335,-0.418856,0.000539
0.024156,0.009358,-0.419899,0.000540
0.024216,0.009381,-0.420942,0.000541
0.024276,0.009405,-0.421985,0.000543
0.024337,0.009428,-0.423045,0.000544
0.024397,0.009451,-0.424088,0.000545
0.024457,0.009475,-0.425131,0.000547
0.024518,0.009498,-0.426192,0.000548
0.024579,0.009522,-0.427252,0.000550
0.024640,0.009546,-0.428312,0.000551
0.024701,0.009569,-0.429373,0.000552
0.024762,0.009593,-0.430433,0.000554
0.024823,0.009617,-0.431494,0.000555
0.024885,0.009640,-0.432571,0.000556
0.024946,0.009664,-0.433632,0.000558
0.025008,0.009688,-0.434709,0.000559
0.025070,0.009712,-0.435787,0.000560
0.025132,0.009736,-0.436865,0.000562
0.025194,0.009760,-0.437943,0.000563
0.025256,0.009784,-0.439020,0.000565
0.025319,0.009808,-0.440115,0.000566
0.025381,0.009833,-0.441193,0.000567
0.025444,0.009857,-0.442288,0.000569
0.025506,0.009881,-0.443366,0.000570
0.025569,0.009905,-0.444461,0.000572
0.025632,0.009930,-0.445556,0.000573
0.025695,0.009954,-0.446651,0.000574
0.025759,0.009979,-0.447764,0.000576
0.025822,0.010003,-0.448859,0.000577
0.025886,0.010028,-0.449971,0.000579
0.025949,0.010053,-0.451067,0.000580
0.026013,0.010078,-0.452179,0.000582
0.026077,0.010102,-0.453292,0.000583
0.026141,0.010127,-0.454404,0.000584
0.026205,0.010152,-0.455517,0.000586
0.026270,0.010177,-0.456646,0.000587
0.026334,0.010202,-0.457759,0.000589
0.026399,0.010227,-0.458889,0.000590
0.026464,0.010252,-0.460019,0.000592
0.026529,0.010277,-0.461149,0.000593
0.026594,0.010302,-0.462278,0.000595
0.026659,0.010328,-0.463408,0.000596
0.026724,0.010353,-0.464538,0.000597
0.026790,0.010378,-0.465686,0.000599
0.026855,0.010404,-0.466815,0.000600
0.026921,0.010429,-0.467963,0.000602
0.026987,0.010455,-0.469110,0.000603
0.027053,0.010480,-0.470257,0.000605
0.027119,0.010506,-0.471404,0.000606
0.027185,0.010532,-0.472552,0.000608
0.027252,0.010557,-0.473716,0.000609
0.027318,0.010583,-0.474864,0.000611
0.027385,0.010609,-0.476028,0.000612
0.027452,0.010635,-0.477193,0.000614
0.027519,0.010661,-0.478358,0.000615
0.027586,0.010687,-0.479522,0.000617
0.027653,0.010713,-0.480687,0.000618
0.027720,0.010739,-0.481852,0.000620
0.027788,0.010765,-0.483034,0.000621
0.027856,0.010791,-0.484216,0.000623
0.027923,0.010818,-0.485380,0.000624
0.027991,0.010844,-0.486562,0.000626
0.028059,0.010870,-0.487744,0.000627
0.028128,0.010897,-0.488944,0.000629
0.028196,0.010923,-0.490126,0.000630
0.028265,0.010950,-0.491325,0.000632
0.028333,0.010976,-0.492507,0.000633
0.028402,0.011003,-0.493707,0.000635
0.028471,0.011030,-0.494906,0.000637
0.028540,0.011056,-0.496105,0.000638
0.028609,0.011083,-0.497305,0.000640
0.028679,0.011110,-0.498522,0.000641
0.028748,0.011137,-0.499721,0.000643
0.028818,0.011164,-0.500938,0.000644
0.028888,0.011191,-0.502155,0.000646
0.028958,0.011218,-0.503371,0.000647
0.029028,0.011245,-0.504588,0.000649
0.029098,0.011273,-0.505805,0.000651
0.029168,0.011300,-0.507022,0.000652
0.029239,0.011327,-0.508256,0.000654
0.029310,0.011355,-0.509490,0.000655
0.029381,0.011382,-0.510724,0.000657
0.029452,0.011410,-0.511959,0.000658
0.029523,0.011437,-0.513193,0.000660
0.029594,0.011465,-0.514427,0.000662
0.029665,0.011492,-0.515661,0.000663
0.029737,0.011520,-0.516913,0.000665
0.029809,0.011548,-0.518164,0.000666
0.029880,0.011576,-0.519398,0.000668
0.029953,0.011604,-0.520667,0.000670
0.030025,0.011632,-0.521919,0.000671
0.030097,0.011660,-0.523170,0.000673
0.030169,0.011688,-0.524422,0.000674
0.030242,0.011716,-0.525691,0.000676
0.030315,0.011744,-0.526960,0.000678
0.030388,0.011772,-0.528229,0.000679
0.030461,0.011800,-0.529498,0.000681
0.030534,0.011829,-0.530767,0.000683
0.030607,0.011857,-0.532036,0.000684
0.030681,0.011886,-0.533322,0.000686
0.030754,0.011914,-0.534591,0.000688
0.030828,0.011943,-0.535877,0.000689
0.030902,0.011972,-0.537164,0.000691
0.030976,0.012000,-0.538450,0.000693
0.031051,0.012029,-0.539754,0.000694
0.031125,0.012058,-0.541040,0.000696
0.031200,0.012087,-0.542344,0.000698
0.031274,0.012116,-0.543630,0.000699
0.031349,0.012145,-0.544934,0.000701
0.031424,0.012174,-0.546237,0.000703
0.031499,0.012203,-0.547541,0.000704
0.031575,0.012232,-0.548862,0.000706
0.031650,0.012261,-0.550166,0.000708
0.031726,0.012291,-0.551487,0.000709
0.031802,0.012320,-0.552808,0.000711
0.031878,0.012349,-0.554129,0.000713
0.031954,0.012379,-0.555450,0.000714
0.032030,0.012408,-0.556771,0.000716
0.032106,0.012438,-0.558093,0.000718
0.032183,0.012468,-0.559431,0.000720
0.032260,0.012497,-0.560769,0.000721
0.032336,0.012527,-0.562091,0.000723
0.032413,0.012557,-0.563429,0.000725
0.032491,0.012587,-0.564785,0.000726
0.032568,0.012617,-0.566123,0.000728
0.032646,0.012647,-0.567479,0.000730
0.032723,0.012677,-0.568818,0.000732
0.032801,0.012707,-0.570174,0.000733
0.032879,0.012737,-0.571529,0.000735
0.032957,0.012768,-0.572885,0.000737
0.033035,0.012798,-0.574241,0.000739
0.033114,0.012828,-0.575614,0.000740
0.033192,0.012859,-0.576970,0.000742
0.033271,0.012889,-0.578343,0.000744
0.033350,0.012920,-0.579717,0.000746
0.033429,0.012950,-0.581090,0.000747
0.033509,0.012981,-0.582481,0.000749
0.033588,0.013012,-0.583854,0.000751
0.033667,0.013043,-0.585227,0.000753
0.033747,0.013074,-0.586618,0.000754
0.033827,0.013105,-0.588008,0.000756
0.033907,0.013136,-0.589399,0.000758
0.033987,0.013167,-0.590790,0.000760
0.034068,0.013198,-0.592198,0.000762
0.034148,0.013229,-0.593588,0.000763
0.034229,0.013260,-0.594996,0.000765
0.034310,0.013292,-0.596404,0.000767
0.034391,0.013323,-0.597812,0.000769
0.034472,0.013354,-0.599220,0.000771
0.034553,0.013386,-0.600628,0.000772
0.034635,0.013418,-0.602054,0.000774
0.034717,0.013449,-0.603479,0.000776
0.034798,0.013481,-0.604887,0.000778
0.034880,0.013513,-0.606312,0.000780
0.034963,0.013545,-0.607755,0.000782
0.035045,0.013576,-0.609181,0.000783
0.035127,0.013608,-0.610606,0.000785
0.035210,0.013640,-0.612049,0.000787
0.035293,0.013672,-0.613492,0.000789
0.035376,0.013705,-0.614934,0.000791
0.035459,0.013737,-0.616377,0.000793
0.035542,0.013769,-0.617820,0.000795
0.035626,0.013801,-0.619280,0.000796
0.035710,0.013834,-0.620740,0.000798
0.035793,0.013866,-0.622183,0.000800
0.035877,0.013899,-0.623643,0.000802
0.035962,0.013931,-0.625121,0.000804
0.036046,0.013964,-0.626581,0.000806
0.036130,0.013997,-0.628041,0.000808
0.036215,0.014030,-0.629518,0.000810
0.036300,0.014063,-0.630996,0.000812
0.036385,0.014095,-0.632474,0.000813
0.036470,0.014128,-0.633951,0.000815
0.036555,0.014162,-0.635429,0.000817
0.036641,0.014195,-0.636924,0.000819
0.036727,0.014228,-0.638418,0.000821
0.036812,0.014261,-0.639896,0.000823
0.036898,0.014294,-0.641391,0.000825
0.036985,0.014328,-0.642903,0.000827
0.037071,0.014361,-0.644398,0.000829
0.037158,0.014395,-0.645910,0.000831
0.037244,0.014428,-0.647405,0.000833
0.037331,0.014462,-0.648918,0.000835
0.037418,0.014496,-0.650430,0.000837
0.037505,0.014530,-0.651942,0.000838
0.037593,0.014563,-0.653472,0.000840
0.037680,0.014597,-0.654984,0.000842
0.037768,0.014631,-0.656514,0.000844
0.037856,0.014665,-0.658044,0.000846
0.037944,0.014700,-0.659573,0.000848
0.038032,0.014734,-0.661103,0.000850
0.038121,0.014768,-0.662650,0.000852
0.038209,0.014802,-0.664180,0.000854
0.038298,0.014837,-0.665727,0.000856
0.038387,0.014871,-0.667274,0.000858
0.038476,0.014906,-0.668821,0.000860
0.038566,0.014940,-0.670385,0.000862
0.038655,0.014975,-0.671933,0.000864
0.038745,0.015010,-0.673497,0.000866
0.038835,0.015045,-0.675061,0.000868
0.038925,0.015079,-0.676626,0.000870
0.039015,0.015114,-0.678190,0.000872
0.039105,0.015149,-0.679755,0.000874
0.039196,0.015184,-0.681337,0.000876
0.039287,0.015220,-0.682918,0.000878
0.039377,0.015255,-0.684483,0.000880
0.039468,0.015290,-0.686065,0.000882
0.039560,0.015325,-0.687664,0.000884
0.039651,0.015361,-0.689246,0.000886
0.039743,0.015396,-0.690845,0.000889
0.039835,0.015432,-0.692444,0.000891
0.039927,0.015468,-0.694043,0.000893
0.040019,0.015503,-0.695643,0.000895
0.040111,0.015539,-0.697242,0.000897
0.040204,0.015575,-0.698859,0.000899
0.040296,0.015611,-0.700458,0.000901
0.040389,0.015647,-0.702074,0.000903
0.040482,0.015683,-0.703691,0.000905
0.040576,0.015719,-0.705325,0.000907
0.040669,0.015755,-0.706942,0.000909
0.040763,0.015791,-0.708576,0.000911
0.040856,0.015828,-0.710192,0.000913
0.040950,0.015864,-0.711826,0.000916
0.041045,0.015901,-0.713477,0.000918
0.041139,0.015937,-0.715111,0.000920
0.041233,0.015974,-0.716745,0.000922
0.041328,0.016011,-0.718397,0.000924
0.041423,0.016047,-0.720048,0.000926
0.041518,0.016084,-0.721700,0.000928
0.041613,0.016121,-0.723351,0.000930
0.041709,0.016158,-0.725020,0.000932
0.041804,0.016195,-0.726671,0.000935
0.041900,0.016232,-0.728340,0.000937
0.041996,0.016269,-0.730009,0.000939
0.042093,0.016307,-0.731695,0.000941
0.042189,0.016344,-0.733363,0.000943
0.042285,0.016381,-0.735032,0.000945
0.042382,0.016419,-0.736718,0.000948
0.042479,0.016456,-0.738404,0.000950
0.042576,0.016494,-0.740091,0.000952
0.042674,0.016532,-0.741794,0.000954
0.042771,0.016570,-0.743480,0.000956
0.042869,0.016607,-0.745184,0.000958
0.042967,0.016645,-0.746887,0.000961
0.043065,0.016683,-0.748591,0.000963
0.043163,0.016721,-0.750294,0.000965
0.043261,0.016760,-0.751998,0.000967
0.043360,0.016798,-0.753719,0.000969
0.043459,0.016836,-0.755440,0.000972
0.043558,0.016874,-0.757160,0.000974
0.043657,0.016913,-0.758881,0.000976
0.043757,0.016951,-0.760620,0.000978
0.043856,0.016990,-0.762341,0.000980
0.043956,0.017029,-0.764079,0.000983
0.044056,0.017067,-0.765817,0.000985
0.044156,0.017106,-0.767555,0.000987
0.044257,0.017145,-0.769311,0.000989
0.044357,0.017184,-0.771049,0.000992
0.044458,0.017223,-0.772805,0.000994
0.044559,0.017262,-0.774561,0.000996
0.044660,0.017301,-0.776316,0.000998
0.044761,0.017341,-0.778072,0.001001
0.044863,0.017380,-0.779845,0.001003
0.044965,0.017419,-0.781618,0.001005
0.045066,0.017459,-0.783374,0.001008
0.045169,0.017498,-0.785164,0.001010
0.045271,0.017538,-0.786937,0.001012
0.045373,0.017578,-0.788710,0.001014
0.045476,0.017617,-0.790501,0.001017
0.045579,0.017657,-0.792291,0.001019
0.045682,0.017697,-0.794082,0.001021
0.045785,0.017737,-0.795872,0.001024
0.045889,0.017777,-0.797680,0.001026
0.045993,0.017818,-0.799488,0.001028
0.046096,0.017858,-0.801278,0.001031
0.046200,0.017898,-0.803086,0.001033
0.046305,0.017938,-0.804911,0.001035
0.046409,0.017979,-0.806719,0.001038
0.046514,0.018019,-0.808544,0.001040
0.046619,0.018060,-0.810369,0.001042
0.046724,0.018101,-0.812194,0.001045
0.046829,0.018142,-0.814020,0.001047
0.046935,0.018182,-0.815862,0.001049
0.047040,0.018223,-0.817687,0.001052
0.047146,0.018264,-0.819530,0.001054
0.047252,0.018306,-0.821373,0.001056
0.047359,0.018347,-0.823233,0.001059
0.047465,0.018388,-0.825075,0.001061
0.047572,0.018429,-0.826935,0.001064
0.047679,0.018471,-0.828795,0.001066
0.047786,0.018512,-0.830655,0.001068
0.047893,0.018554,-0.832515,0.001071
0.048000,0.018595,-0.834375,0.001073
0.048108,0.018637,-0.836252,0.001076
0.048216,0.018679,-0.838130,0.001078
0.048324,0.018721,-0.840007,0.001080
0.048433,0.018763,-0.841902,0.001083
0.048541,0.018805,-0.843779,0.001085
0.048650,0.018847,-0.845674,0.001088
0.048759,0.018889,-0.847568,0.001090
0.048868,0.018931,-0.849463,0.001093
0.048977,0.018974,-0.851358,0.001095
0.049087,0.019016,-0.853270,0.001097
0.049196,0.019059,-0.855165,0.001100
0.049306,0.019101,-0.857077,0.001102
0.049417,0.019144,-0.859006,0.001105
0.049527,0.019187,-0.860918,0.001107
0.049638,0.019230,-0.862848,0.001110
0.049748,0.019272,-0.864760,0.001112
0.049859,0.019315,-0.866690,0.001115
0.049971,0.019359,-0.868636,0.001117
0.050082,0.019402,-0.870566,0.001120
0.050194,0.019445,-0.872513,0.001122
0.050305,0.019488,-0.874442,0.001125
0.050417,0.019532,-0.876389,0.001127
0.050530,0.019575,-0.878353,0.001130
0.050642,0.019619,-0.880300,0.001132
0.050755,0.019662,-0.882265,0.001135
0.050868,0.019706,-0.884229,0.001137
0.050981,0.019750,-0.886193,0.001140
0.051094,0.019794,-0.888157,0.001142
0.051208,0.019838,-0.890139,0.001145
0.051321,0.019882,-0.892103,0.001147
0.051435,0.019926,-0.894085,0.001150
0.051549,0.019970,-0.896067,0.001152
0.051664,0.020015,-0.898066,0.001155
0.051778,0.020059,-0.900047,0.001158
0.051893,0.020103,-0.902046,0.001160
0.052008,0.020148,-0.904045,0.001163
0.052123,0.020193,-0.906044,0.001165
0.052239,0.020237,-0.908061,0.001168
0.052355,0.020282,-0.910077,0.001170
0.052470,0.020327,-0.912076,0.001173
0.052587,0.020372,-0.914110,0.001176
0.052703,0.020417,-0.916126,0.001178
0.052819,0.020462,-0.918143,0.001181
0.052936,0.020507,-0.920176,0.001183
0.053053,0.020553,-0.922210,0.001186
0.053170,0.020598,-0.924244,0.001189
0.053288,0.020644,-0.926295,0.001191
0.053405,0.020689,-0.928329,0.001194
0.053523,0.020735,-0.930380,0.001197
0.053641,0.020781,-0.932431,0.001199
0.053759,0.020826,-0.934483,0.001202
0.053878,0.020872,-0.936551,0.001205
0.053997,0.020918,-0.938620,0.001207
0.054116,0.020964,-0.940688,0.001210
0.054235,0.021011,-0.942757,0.001213
0.054354,0.021057,-0.944825,0.001215
0.054474,0.021103,-0.946911,0.001218
0.054593,0.021149,-0.948980,0.001221
0.054713,0.021196,-0.951066,0.001223
0.054834,0.021243,-0.953169,0.001226
0.054954,0.021289,-0.955255,0.001229
0.055075,0.021336,-0.957358,0.001231
0.055196,0.021383,-0.959462,0.001234
0.055317,0.021430,-0.961565,0.001237
0.055438,0.021477,-0.963668,0.001239
0.055560,0.021524,-0.965789,0.001242
0.055682,0.021571,-0.967910,0.001245
0.055804,0.021618,-0.970030,0.001248
0.055926,0.021666,-0.972151,0.001250
0.056048,0.021713,-0.974272,0.001253
0.056171,0.021761,-0.976410,0.001256
0.056294,0.021808,-0.978548,0.001259
0.056417,0.021856,-0.980686,0.001261
0.056541,0.021904,-0.982842,0.001264
0.056664,0.021952,-0.984980,0.001267
0.056788,0.022000,-0.987135,0.001270
0.056912,0.022048,-0.989291,0.001272
0.057036,0.022096,-0.991446,0.001275
0.057161,0.022144,-0.993619,0.001278
0.057286,0.022193,-0.995792,0.001281
0.057411,0.022241,-0.997965,0.001284
0.057536,0.022289,-1.000137,0.001286
0.057661,0.022338,-1.002310,0.001289
0.057787,0.022387,-1.004500,0.001292
0.057913,0.022435,-1.006691,0.001295
0.058039,0.022484,-1.008881,0.001298
0.058165,0.022533,-1.011071,0.001300
0.058292,0.022582,-1.013279,0.001303
0.058419,0.022631,-1.015486,0.001306
0.058546,0.022681,-1.017694,0.001309
0.058673,0.022730,-1.019902,0.001312
0.058801,0.022779,-1.022127,0.001315
0.058928,0.022829,-1.024334,0.001317
0.059056,0.022878,-1.026559,0.001320
0.059185,0.022928,-1.028802,0.001323
0.059313,0.022978,-1.031027,0.001326
0.059442,0.023028,-1.033269,0.001329
0.059571,0.023078,-1.035511,0.001332
0.059700,0.023128,-1.037754,0.001335
0.059829,0.023178,-1.039996,0.001338
0.059959,0.023228,-1.042256,0.001340
0.060089,0.023278,-1.044516,0.001343
0.060219,0.023329,-1.046775,0.001346
0.060349,0.023379,-1.049035,0.001349
0.060480,0.023430,-1.051312,0.001352
0.060610,0.023480,-1.053572,0.001355
0.060741,0.023531,-1.055849,0.001358
0.060873,0.023582,-1.058144,0.001361
0.061004,0.023633,-1.060421,0.001364
0.061136,0.023684,-1.062716,0.001367
0.061268,0.023735,-1.065010,0.001370
0.061400,0.023786,-1.067305,0.001373
0.061533,0.023838,-1.069616,0.001376
0.061665,0.023889,-1.071911,0.001379
0.061798,0.023941,-1.074223,0.001382
0.061932,0.023992,-1.076552,0.001385
0.062065,0.024044,-1.078864,0.001388
0.062199,0.024096,-1.081193,0.001391
0.062333,0.024148,-1.083523,0.001394
0.062467,0.024200,-1.085852,0.001397
0.062601,0.024252,-1.088181,0.001400
0.062736,0.024304,-1.090528,0.001403
0.062871,0.024356,-1.092875,0.001406
0.063006,0.024408,-1.095221,0.001409
0.063141,0.024461,-1.097568,0.001412
0.063277,0.024513,-1.099932,0.001415
0.063412,0.024566,-1.102279,0.001418
0.063549,0.024619,-1.104660,0.001421
0.063685,0.024672,-1.107024,0.001424
0.063821,0.024724,-1.109388,0.001427
0.063958,0.024777,-1.111770,0.001430
0.064095,0.024831,-1.114151,0.001433
0.064233,0.024884,-1.116550,0.001436
0.064370,0.024937,-1.118932,0.001439
0.064508,0.024990,-1.121330,0.001442
0.064646,0.025044,-1.123729,0.001445
0.064784,0.025097,-1.126128,0.001448
0.064923,0.025151,-1.128544,0.001451
0.065062,0.025205,-1.130960,0.001455
0.065201,0.025259,-1.133377,0.001458
0.065340,0.025313,-1.135793,0.001461
0.065480,0.025367,-1.138226,0.001464
0.065619,0.025421,-1.140643,0.001467
0.065759,0.025475,-1.143076,0.001470
0.065900,0.025530,-1.145527,0.001473
0.066040,0.025584,-1.147961,0.001476
0.066181,0.025639,-1.150412,0.001480
0.066322,0.025693,-1.152863,0.001483
0.066463,0.025748,-1.155314,0.001486
0.066605,0.025803,-1.157782,0.001489
0.066747,0.025858,-1.160250,0.001492
0.066889,0.025913,-1.162719,0.001495
0.067031,0.025968,-1.165187,0.001499
0.067174,0.026023,-1.167673,0.001502
0.067316,0.026078,-1.170141,0.001505
0.067459,0.026134,-1.172627,0.001508
0.067603,0.026189,-1.175130,0.001511
0.067746,0.026245,-1.177616,0.001515
0.067890,0.026301,-1.180119,0.001518
0.068034,0.026356,-1.182622,0.001521
0.068178,0.026412,-1.185125,0.001524
0.068323,0.026468,-1.187646,0.001527
0.068468,0.026524,-1.190166,0.001531
0.068613,0.026581,-1.192687,0.001534
0.068758,0.026637,-1.195207,0.001537
0.068904,0.026693,-1.197745,0.001540
0.069050,0.026750,-1.200283,0.001544
0.069196,0.026807,-1.202821,0.001547
0.069342,0.026863,-1.205359,0.001550
0.069489,0.026920,-1.207914,0.001554
0.069636,0.026977,-1.210469,0.001557
0.069783,0.027034,-1.213025,0.001560
0.069930,0.027091,-1.215580,0.001563
0.070078,0.027148,-1.218153,0.001567
0.070226,0.027206,-1.220725,0.001570
0.070374,0.027263,-1.223298,0.001573
0.070523,0.027320,-1.225888,0.001577
0.070671,0.027378,-1.228461,0.001580
