LAI,CAC,Sensible heat flux (kJ/hr),Latent heat flux (kg/hr)
0.070820,0.027436,-1.231051,0.001583
0.070970,0.027494,-1.233658,0.001587
0.071119,0.027552,-1.236248,0.001590
0.071269,0.027610,-1.238856,0.001593
0.071419,0.027668,-1.241463,0.001597
0.071569,0.027726,-1.244070,0.001600
0.071720,0.027784,-1.246695,0.001603
0.071871,0.027843,-1.249320,0.001607
0.072022,0.027901,-1.251945,0.001610
0.072173,0.027960,-1.254570,0.001614
0.072325,0.028019,-1.257212,0.001617
0.072476,0.028077,-1.259837,0.001620
0.072629,0.028136,-1.262496,0.001624
0.072781,0.028195,-1.265138,0.001627
0.072934,0.028255,-1.267798,0.001631
0.073087,0.028314,-1.270457,0.001634
0.073240,0.028373,-1.273117,0.001637
0.073393,0.028433,-1.275777,0.001641
0.073547,0.028492,-1.278454,0.001644
0.073701,0.028552,-1.281131,0.001648
0.073855,0.028612,-1.283807,0.001651
0.074010,0.028671,-1.286502,0.001655
0.074165,0.028731,-1.289196,0.001658
0.074320,0.028792,-1.291890,0.001662
0.074475,0.028852,-1.294585,0.001665
0.074631,0.028912,-1.297297,0.001668
0.074787,0.028972,-1.300008,0.001672
0.074943,0.029033,-1.302720,0.001675
0.075099,0.029093,-1.305432,0.001679
0.075256,0.029154,-1.308161,0.001682
0.075413,0.029215,-1.310890,0.001686
0.075570,0.029276,-1.313619,0.001689
0.075728,0.029337,-1.316365,0.001693
0.075886,0.029398,-1.319112,0.001697
0.076044,0.029459,-1.321858,0.001700
0.076202,0.029521,-1.324605,0.001704
0.076361,0.029582,-1.327369,0.001707
0.076520,0.029644,-1.330133,0.001711
0.076679,0.029705,-1.332897,0.001714
0.076838,0.029767,-1.335660,0.001718
0.076998,0.029829,-1.338442,0.001721
0.077158,0.029891,-1.341223,0.001725
0.077318,0.029953,-1.344004,0.001729
0.077479,0.030015,-1.346803,0.001732
0.077640,0.030078,-1.349601,0.001736
0.077801,0.030140,-1.352400,0.001739
0.077962,0.030203,-1.355199,0.001743
0.078124,0.030265,-1.358015,0.001747
0.078286,0.030328,-1.360831,0.001750
0.078448,0.030391,-1.363647,0.001754
0.078610,0.030454,-1.366463,0.001757
0.078773,0.030517,-1.369296,0.001761
0.078936,0.030580,-1.372130,0.001765
0.079100,0.030643,-1.374980,0.001768
0.079263,0.030707,-1.377814,0.001772
0.079427,0.030770,-1.380665,0.001776
0.079591,0.030834,-1.383515,0.001779
0.079756,0.030897,-1.386383,0.001783
0.079920,0.030961,-1.389234,0.001787
0.080086,0.031025,-1.392120,0.001790
0.080251,0.031089,-1.394988,0.001794
0.080416,0.031153,-1.397856,0.001798
0.080582,0.031218,-1.400742,0.001802
0.080748,0.031282,-1.403627,0.001805
0.080915,0.031346,-1.406530,0.001809
0.081082,0.031411,-1.409433,0.001813
0.081249,0.031476,-1.412336,0.001816
0.081416,0.031541,-1.415239,0.001820
0.081584,0.031605,-1.418159,0.001824
0.081751,0.031670,-1.421062,0.001828
0.081920,0.031736,-1.424000,0.001831
0.082088,0.031801,-1.426920,0.001835
0.082257,0.031866,-1.429858,0.001839
0.082426,0.031932,-1.432796,0.001843
0.082595,0.031997,-1.435733,0.001847
0.082765,0.032063,-1.438688,0.001850
0.082935,0.032129,-1.441643,0.001854
0.083105,0.032195,-1.444598,0.001858
0.083275,0.032261,-1.447554,0.001862
0.083446,0.032327,-1.450526,0.001866
0.083617,0.032393,-1.453498,0.001869
0.083788,0.032460,-1.456471,0.001873
0.083960,0.032526,-1.459461,0.001877
0.084132,0.032593,-1.462451,0.001881
0.084304,0.032659,-1.465440,0.001885
0.084477,0.032726,-1.468448,0.001889
0.084649,0.032793,-1.471438,0.001892
0.084822,0.032860,-1.474445,0.001896
0.084996,0.032927,-1.477469,0.001900
0.085170,0.032995,-1.480494,0.001904
0.085344,0.033062,-1.483519,0.001908
0.085518,0.033130,-1.486543,0.001912
0.085692,0.033197,-1.489568,0.001916
0.085867,0.033265,-1.492610,0.001920
0.086042,0.033333,-1.495652,0.001924
0.086218,0.033401,-1.498711,0.001928
0.086394,0.033469,-1.501771,0.001931
0.086570,0.033537,-1.504830,0.001935
0.086746,0.033605,-1.507889,0.001939
0.086923,0.033674,-1.510966,0.001943
0.087099,0.033742,-1.514025,0.001947
0.087277,0.033811,-1.517120,0.001951
0.087454,0.033880,-1.520196,0.001955
0.087632,0.033949,-1.523290,0.001959
0.087810,0.034018,-1.526385,0.001963
0.087989,0.034087,-1.529496,0.001967
0.088167,0.034156,-1.532590,0.001971
0.088346,0.034225,-1.535702,0.001975
0.088526,0.034295,-1.538831,0.001979
0.088705,0.034364,-1.541942,0.001983
0.088885,0.034434,-1.545071,0.001987
0.089065,0.034504,-1.548200,0.001991
0.089246,0.034574,-1.551346,0.001995
0.089427,0.034644,-1.554493,0.001999
0.089608,0.034714,-1.557639,0.002003
0.089789,0.034784,-1.560785,0.002007
0.089971,0.034855,-1.563949,0.002011
0.090153,0.034925,-1.567113,0.002016
0.090335,0.034996,-1.570276,0.002020
0.090518,0.035067,-1.573457,0.002024
0.090701,0.035138,-1.576638,0.002028
0.090884,0.035209,-1.579819,0.002032
0.091068,0.035280,-1.583018,0.002036
0.091252,0.035351,-1.586216,0.002040
0.091436,0.035422,-1.589415,0.002044
0.091620,0.035494,-1.592613,0.002048
0.091805,0.035565,-1.595829,0.002052
0.091990,0.035637,-1.599045,0.002057
0.092176,0.035709,-1.602278,0.002061
0.092361,0.035781,-1.605494,0.002065
0.092548,0.035853,-1.608744,0.002069
0.092734,0.035925,-1.611978,0.002073
0.092921,0.035997,-1.615228,0.002077
0.093107,0.036070,-1.618461,0.002082
0.093295,0.036142,-1.621729,0.002086
0.093482,0.036215,-1.624980,0.002090
0.093670,0.036288,-1.628248,0.002094
0.093858,0.036361,-1.631516,0.002098
0.094047,0.036434,-1.634801,0.002103
0.094236,0.036507,-1.638087,0.002107
0.094425,0.036580,-1.641372,0.002111
0.094614,0.036654,-1.644657,0.002115
0.094804,0.036727,-1.647960,0.002119
0.094994,0.036801,-1.651263,0.002124
0.095185,0.036875,-1.654583,0.002128
0.095375,0.036948,-1.657886,0.002132
0.095566,0.037022,-1.661206,0.002137
0.095758,0.037097,-1.664543,0.002141
0.095949,0.037171,-1.667863,0.002145
0.096141,0.037245,-1.671201,0.002149
0.096334,0.037320,-1.674556,0.002154
0.096526,0.037394,-1.677893,0.002158
0.096719,0.037469,-1.681248,0.002162
0.096912,0.037544,-1.684603,0.002167
0.097106,0.037619,-1.687975,0.002171
0.097300,0.037694,-1.691347,0.002175
0.097494,0.037769,-1.694720,0.002180
0.097689,0.037845,-1.698109,0.002184
0.097883,0.037920,-1.701482,0.002188
0.098079,0.037996,-1.704889,0.002193
0.098274,0.038071,-1.708278,0.002197
0.098470,0.038147,-1.711685,0.002201
0.098666,0.038223,-1.715092,0.002206
0.098862,0.038299,-1.718499,0.002210
0.099059,0.038376,-1.721924,0.002215
0.099256,0.038452,-1.725348,0.002219
0.099454,0.038528,-1.728790,0.002223
0.099651,0.038605,-1.732214,0.002228
0.099850,0.038682,-1.735674,0.002232
0.100050,0.038759,-1.739150,0.002237
0.100250,0.038836,-1.742627,0.002241
0.100450,0.038913,-1.746103,0.002246
0.100640,0.038990,-1.749406,0.002250
0.100840,0.039067,-1.752883,0.002254
0.101040,0.039145,-1.756359,0.002259
0.101250,0.039222,-1.760010,0.002264
0.101450,0.039300,-1.763486,0.002268
0.101650,0.039378,-1.766963,0.002273
0.101850,0.039456,-1.770439,0.002277
0.102050,0.039534,-1.773916,0.002281
0.102250,0.039612,-1.777392,0.002286
0.102450,0.039691,-1.780869,0.002290
0.102660,0.039769,-1.784519,0.002295
0.102860,0.039848,-1.787996,0.002300
0.103060,0.039927,-1.791472,0.002304
0.103270,0.040005,-1.795123,0.002309
0.103470,0.040084,-1.798599,0.002313
0.103670,0.040164,-1.802076,0.002318
0.103880,0.040243,-1.805726,0.002322
0.104080,0.040322,-1.809203,0.002327
0.104290,0.040402,-1.812853,0.002332
0.104500,0.040481,-1.816504,0.002336
0.104700,0.040561,-1.819980,0.002341
0.104910,0.040641,-1.823631,0.002345
0.105110,0.040721,-1.827107,0.002350
0.105320,0.040801,-1.830758,0.002355
0.105530,0.040882,-1.834408,0.002359
0.105740,0.040962,-1.838058,0.002364
0.105940,0.041043,-1.841535,0.002368
0.106150,0.041123,-1.845185,0.002373
0.106360,0.041204,-1.848836,0.002378
0.106570,0.041285,-1.852486,0.002383
0.106780,0.041366,-1.856137,0.002387
0.106990,0.041447,-1.859787,0.002392
0.107200,0.041529,-1.863437,0.002397
0.107410,0.041610,-1.867088,0.002401
0.107620,0.041692,-1.870738,0.002406
0.107830,0.041774,-1.874388,0.002411
0.108040,0.041855,-1.878039,0.002415
0.108250,0.041937,-1.881689,0.002420
0.108470,0.042020,-1.885513,0.002425
0.108680,0.042102,-1.889164,0.002430
0.108890,0.042184,-1.892814,0.002434
0.109100,0.042267,-1.896465,0.002439
0.109320,0.042349,-1.900289,0.002444
0.109530,0.042432,-1.903939,0.002449
0.109740,0.042515,-1.907590,0.002453
0.109960,0.042598,-1.911414,0.002458
0.110170,0.042681,-1.915064,0.002463
0.110390,0.042765,-1.918888,0.002468
0.110600,0.042848,-1.922539,0.002473
0.110820,0.042932,-1.926363,0.002478
0.111040,0.043016,-1.930187,0.002482
0.111250,0.043099,-1.933838,0.002487
0.111470,0.043183,-1.937662,0.002492
0.111690,0.043268,-1.941486,0.002497
0.111900,0.043352,-1.945137,0.002502
0.112120,0.043436,-1.948961,0.002507
0.112340,0.043521,-1.952785,0.002512
0.112560,0.043605,-1.956609,0.002516
0.112780,0.043690,-1.960433,0.002521
0.113000,0.043775,-1.964258,0.002526
0.113220,0.043860,-1.968082,0.002531
0.113440,0.043945,-1.971906,0.002536
0.113660,0.044031,-1.975730,0.002541
0.113880,0.044116,-1.979554,0.002546
0.114100,0.044202,-1.983379,0.002551
0.114320,0.044288,-1.987203,0.002556
0.114540,0.044374,-1.991027,0.002561
0.114760,0.044460,-1.994851,0.002566
0.114990,0.044546,-1.998849,0.002571
0.115210,0.044632,-2.002674,0.002576
0.115430,0.044718,-2.006498,0.002581
0.115660,0.044805,-2.010496,0.002586
0.115880,0.044892,-2.014320,0.002591
0.116100,0.044979,-2.018144,0.002596
0.116330,0.045066,-2.022142,0.002601
0.116550,0.045153,-2.025967,0.002606
0.116780,0.045240,-2.029965,0.002611
0.117000,0.045327,-2.033789,0.002616
0.117230,0.045415,-2.037787,0.002621
0.117460,0.045503,-2.041785,0.002626
0.117680,0.045590,-2.045609,0.002631
0.117910,0.045678,-2.049607,0.002636
0.118140,0.045766,-2.053605,0.002641
0.118370,0.045855,-2.057603,0.002646
0.118590,0.045943,-2.061428,0.002651
0.118820,0.046032,-2.065426,0.002656
0.119050,0.046120,-2.069424,0.002662
0.119280,0.046209,-2.073422,0.002667
0.119510,0.046298,-2.077420,0.002672
0.119740,0.046387,-2.081418,0.002677
0.119970,0.046476,-2.085416,0.002682
0.120200,0.046566,-2.089414,0.002687
0.120430,0.046655,-2.093412,0.002692
0.120660,0.046745,-2.097410,0.002698
0.120890,0.046834,-2.101408,0.002703
0.121130,0.046924,-2.105580,0.002708
0.121360,0.047014,-2.109578,0.002713
0.121590,0.047105,-2.113576,0.002718
0.121820,0.047195,-2.117574,0.002723
0.122060,0.047285,-2.121746,0.002729
0.122290,0.047376,-2.125744,0.002734
0.122530,0.047467,-2.129916,0.002739
0.122760,0.047558,-2.133914,0.002744
0.123000,0.047649,-2.138086,0.002750
0.123230,0.047740,-2.142084,0.002755
0.123470,0.047831,-2.146256,0.002760
0.123700,0.047923,-2.150254,0.002766
0.123940,0.048014,-2.154426,0.002771
0.124180,0.048106,-2.158597,0.002776
0.124410,0.048198,-2.162595,0.002781
0.124650,0.048290,-2.166767,0.002787
0.124890,0.048382,-2.170939,0.002792
0.125130,0.048475,-2.175111,0.002797
0.125370,0.048567,-2.179283,0.002803
0.125610,0.048660,-2.183455,0.002808
0.125850,0.048752,-2.187627,0.002814
0.126080,0.048845,-2.191625,0.002819
0.126330,0.048938,-2.195970,0.002824
0.126570,0.049032,-2.200142,0.002830
0.126810,0.049125,-2.204314,0.002835
0.127050,0.049218,-2.208486,0.002840
0.127290,0.049312,-2.212658,0.002846
0.127530,0.049406,-2.216830,0.002851
0.127770,0.049500,-2.221002,0.002857
0.128020,0.049594,-2.225347,0.002862
0.128260,0.049688,-2.229519,0.002867
0.128500,0.049782,-2.233691,0.002873
0.128750,0.049877,-2.238037,0.002878
0.128990,0.049971,-2.242209,0.002884
0.129240,0.050066,-2.246554,0.002889
0.129480,0.050161,-2.250726,0.002895
0.129730,0.050256,-2.255072,0.002900
0.129970,0.050352,-2.259244,0.002906
0.130220,0.050447,-2.263590,0.002911
0.130470,0.050542,-2.267935,0.002917
0.130710,0.050638,-2.272107,0.002922
0.130960,0.050734,-2.276453,0.002928
0.131210,0.050830,-2.280799,0.002933
0.131460,0.050926,-2.285144,0.002939
0.131700,0.051022,-2.289316,0.002944
0.131950,0.051119,-2.293662,0.002950
0.132200,0.051215,-2.298008,0.002956
0.132450,0.051312,-2.302353,0.002961
0.132700,0.051409,-2.306699,0.002967
0.132950,0.051506,-2.311045,0.002972
0.133200,0.051603,-2.315390,0.002978
0.133450,0.051700,-2.319736,0.002983
0.133710,0.051798,-2.324256,0.002989
0.133960,0.051895,-2.328601,0.002995
0.134210,0.051993,-2.332947,0.003000
0.134460,0.052091,-2.337293,0.003006
0.134720,0.052189,-2.341812,0.003012
0.134970,0.052287,-2.346158,0.003017
0.135220,0.052386,-2.350504,0.003023
0.135480,0.052484,-2.355023,0.003029
0.135730,0.052583,-2.359369,0.003034
0.135990,0.052682,-2.363888,0.003040
0.136240,0.052781,-2.368234,0.003046
0.136500,0.052880,-2.372754,0.003052
0.136760,0.052979,-2.377273,0.003057
0.137010,0.053078,-2.381619,0.003063
0.137270,0.053178,-2.386138,0.003069
0.137530,0.053278,-2.390658,0.003075
0.137780,0.053378,-2.395004,0.003080
0.138040,0.053478,-2.399523,0.003086
0.138300,0.053578,-2.404043,0.003092
0.138560,0.053678,-2.408562,0.003098
0.138820,0.053779,-2.413082,0.003104
0.139080,0.053879,-2.417601,0.003109
0.139340,0.053980,-2.422121,0.003115
0.139600,0.054081,-2.426640,0.003121
0.139860,0.054182,-2.431160,0.003127
0.140120,0.054283,-2.435679,0.003133
0.140380,0.054385,-2.440199,0.003138
0.140650,0.054486,-2.444892,0.003144
0.140910,0.054588,-2.449412,0.003150
0.141170,0.054690,-2.453931,0.003156
0.141430,0.054792,-2.458451,0.003162
0.141700,0.054894,-2.463144,0.003168
0.141960,0.054996,-2.467664,0.003174
0.142230,0.055099,-2.472357,0.003180
0.142490,0.055202,-2.476877,0.003186
0.142760,0.055304,-2.481570,0.003192
0.143020,0.055407,-2.486090,0.003197
0.143290,0.055510,-2.490783,0.003203
0.143560,0.055614,-2.495476,0.003210
0.143820,0.055717,-2.499996,0.003215
0.144090,0.055821,-2.504689,0.003221
0.144360,0.055924,-2.509383,0.003227
0.144630,0.056028,-2.514076,0.003233
0.144890,0.056132,-2.518595,0.003239
0.145160,0.056236,-2.523289,0.003245
0.145430,0.056341,-2.527982,0.003251
0.145700,0.056445,-2.532676,0.003257
0.145970,0.056550,-2.537369,0.003263
0.146240,0.056655,-2.542062,0.003269
0.146510,0.056760,-2.546756,0.003275
0.146790,0.056865,-2.551623,0.003282
0.147060,0.056970,-2.556316,0.003288
0.147330,0.057076,-2.561010,0.003294
0.147600,0.057181,-2.565703,0.003300
0.147880,0.057287,-2.570570,0.003306
0.148150,0.057393,-2.575263,0.003312
0.148420,0.057499,-2.579957,0.003318
0.148700,0.057605,-2.584824,0.003324
0.148970,0.057712,-2.589517,0.003330
0.149250,0.057818,-2.594385,0.003337
0.149520,0.057925,-2.599078,0.003343
0.149800,0.058032,-2.603945,0.003349
0.150070,0.058139,-2.608638,0.003355
0.150350,0.058246,-2.613506,0.003361
0.150630,0.058354,-2.618373,0.003368
0.150910,0.058461,-2.623240,0.003374
0.151180,0.058569,-2.627933,0.003380
0.151460,0.058677,-2.632801,0.003386
0.151740,0.058785,-2.637668,0.003392
0.152020,0.058893,-2.642535,0.003399
0.152300,0.059001,-2.647402,0.003405
0.152580,0.059110,-2.652269,0.003411
0.152860,0.059218,-2.657136,0.003417
0.153140,0.059327,-2.662004,0.003424
0.153420,0.059436,-2.666871,0.003430
0.153700,0.059545,-2.671738,0.003436
0.153990,0.059654,-2.676779,0.003443
0.154270,0.059764,-2.681646,0.003449
0.154550,0.059874,-2.686513,0.003455
0.154840,0.059983,-2.691554,0.003462
0.155120,0.060093,-2.696422,0.003468
0.155400,0.060203,-2.701289,0.003474
0.155690,0.060314,-2.706330,0.003481
0.155970,0.060424,-2.711197,0.003487
0.156260,0.060535,-2.716238,0.003493
0.156540,0.060645,-2.721105,0.003500
0.156830,0.060756,-2.726146,0.003506
0.157120,0.060868,-2.731187,0.003513
0.157410,0.060979,-2.736228,0.003519
0.157690,0.061090,-2.741095,0.003525
0.157980,0.061202,-2.746136,0.003532
0.158270,0.061314,-2.751177,0.003538
0.158560,0.061425,-2.756218,0.003545
0.158850,0.061538,-2.761259,0.003551
0.159140,0.061650,-2.766301,0.003558
0.159430,0.061762,-2.771342,0.003564
0.159720,0.061875,-2.776383,0.003571
0.160010,0.061987,-2.781424,0.003577
0.160300,0.062100,-2.786465,0.003584
0.160590,0.062213,-2.791506,0.003590
0.160880,0.062327,-2.796547,0.003597
0.161180,0.062440,-2.801761,0.003603
0.161470,0.062554,-2.806802,0.003610
0.161760,0.062667,-2.811843,0.003616
0.162060,0.062781,-2.817058,0.003623
0.162350,0.062895,-2.822099,0.003630
0.162650,0.063010,-2.827314,0.003636
0.162940,0.063124,-2.832355,0.003643
0.163240,0.063239,-2.837570,0.003649
0.163530,0.063353,-2.842611,0.003656
0.163830,0.063468,-2.847826,0.003663
0.164130,0.063583,-2.853041,0.003669
0.164430,0.063699,-2.858256,0.003676
0.164720,0.063814,-2.863297,0.003683
0.165020,0.063930,-2.868511,0.003689
0.165320,0.064045,-2.873726,0.003696
0.165620,0.064161,-2.878941,0.003703
0.165920,0.064277,-2.884156,0.003709
0.166220,0.064394,-2.889371,0.003716
0.166520,0.064510,-2.894586,0.003723
0.166820,0.064627,-2.899801,0.003730
0.167120,0.064743,-2.905015,0.003736
0.167420,0.064860,-2.910230,0.003743
0.167730,0.064978,-2.915619,0.003750
0.168030,0.065095,-2.920834,0.003757
0.168330,0.065212,-2.926049,0.003763
0.168640,0.065330,-2.931437,0.003770
0.168940,0.065448,-2.936652,0.003777
0.169250,0.065566,-2.942041,0.003784
0.169550,0.065684,-2.947256,0.003791
0.169860,0.065802,-2.952644,0.003797
0.170160,0.065921,-2.957859,0.003804
0.170470,0.066039,-2.963248,0.003811
0.170770,0.066158,-2.968463,0.003818
0.171080,0.066277,-2.973851,0.003825
0.171390,0.066396,-2.979240,0.003832
0.171700,0.066516,-2.984629,0.003839
0.172010,0.066635,-2.990017,0.003846
0.172310,0.066755,-2.995232,0.003852
0.172620,0.066875,-3.000621,0.003859
0.172930,0.066995,-3.006009,0.003866
0.173240,0.067115,-3.011398,0.003873
0.173550,0.067235,-3.016787,0.003880
0.173870,0.067356,-3.022349,0.003887
0.174180,0.067476,-3.027738,0.003894
0.174490,0.067597,-3.033127,0.003901
0.174800,0.067718,-3.038515,0.003908
0.175120,0.067840,-3.044078,0.003915
0.175430,0.067961,-3.049467,0.003922
0.175740,0.068083,-3.054855,0.003929
0.176060,0.068204,-3.060418,0.003936
0.176370,0.068326,-3.065806,0.003943
0.176690,0.068449,-3.071369,0.003950
0.177000,0.068571,-3.076758,0.003957
0.177320,0.068693,-3.082320,0.003964
0.177640,0.068816,-3.087883,0.003971
0.177950,0.068939,-3.093271,0.003978
0.178270,0.069062,-3.098834,0.003986
0.178590,0.069185,-3.104396,0.003993
0.178910,0.069308,-3.109959,0.004000
0.179230,0.069432,-3.115521,0.004007
0.179540,0.069556,-3.120910,0.004014
0.179860,0.069679,-3.126472,0.004021
0.180180,0.069803,-3.132035,0.004028
0.180510,0.069928,-3.137771,0.004036
0.180830,0.070052,-3.143334,0.004043
0.181150,0.070177,-3.148896,0.004050
0.181470,0.070302,-3.154459,0.004057
0.181790,0.070426,-3.160021,0.004064
0.182120,0.070552,-3.165758,0.004072
0.182440,0.070677,-3.171320,0.004079
0.182760,0.070802,-3.176883,0.004086
0.183090,0.070928,-3.182619,0.004093
0.183410,0.071054,-3.188181,0.004100
0.183740,0.071180,-3.193918,0.004108
0.184060,0.071306,-3.199480,0.004115
0.184390,0.071432,-3.205216,0.004122
0.184720,0.071559,-3.210953,0.004130
0.185040,0.071686,-3.216515,0.004137
0.185370,0.071813,-3.222252,0.004144
0.185700,0.071940,-3.227988,0.004152
0.186030,0.072067,-3.233724,0.004159
0.186360,0.072195,-3.239461,0.004166
0.186690,0.072322,-3.245197,0.004174
0.187020,0.072450,-3.250933,0.004181
0.187350,0.072578,-3.256670,0.004189
0.187680,0.072706,-3.262406,0.004196
0.188010,0.072835,-3.268142,0.004203
0.188340,0.072963,-3.273879,0.004211
0.188670,0.073092,-3.279615,0.004218
0.189010,0.073221,-3.285525,0.004226
0.189340,0.073350,-3.291261,0.004233
0.189670,0.073479,-3.296998,0.004240
0.190010,0.073609,-3.302908,0.004248
0.190340,0.073738,-3.308644,0.004255
0.190680,0.073868,-3.314554,0.004263
0.191010,0.073998,-3.320291,0.004270
0.191350,0.074128,-3.326201,0.004278
0.191680,0.074259,-3.331937,0.004285
0.192020,0.074389,-3.337847,0.004293
0.192360,0.074520,-3.343757,0.004301
0.192700,0.074651,-3.349668,0.004308
0.193040,0.074782,-3.355578,0.004316
0.193370,0.074913,-3.361314,0.004323
0.193710,0.075045,-3.367224,0.004331
0.194050,0.075176,-3.373134,0.004338
0.194390,0.075308,-3.379045,0.004346
0.194730,0.075440,-3.384955,0.004354
0.195080,0.075572,-3.391039,0.004361
0.195420,0.075705,-3.396949,0.004369
0.195760,0.075837,-3.402859,0.004377
0.196100,0.075970,-3.408769,0.004384
0.196450,0.076103,-3.414853,0.004392
0.196790,0.076236,-3.420763,0.004400
0.197130,0.076370,-3.426673,0.004407
0.197480,0.076503,-3.432757,0.004415
0.197820,0.076637,-3.438668,0.004423
0.198170,0.076771,-3.444752,0.004430
0.198520,0.076905,-3.450836,0.004438
0.198860,0.077039,-3.456746,0.004446
0.199210,0.077174,-3.462830,0.004454
0.199560,0.077308,-3.468914,0.004461
0.199900,0.077443,-3.474824,0.004469
0.200250,0.077578,-3.480908,0.004477
0.200600,0.077713,-3.486992,0.004485
0.200950,0.077849,-3.493076,0.004493
0.201300,0.077984,-3.499160,0.004500
0.201650,0.078120,-3.505244,0.004508
0.202000,0.078256,-3.511328,0.004516
0.202350,0.078392,-3.517412,0.004524
0.202710,0.078528,-3.523670,0.004532
0.203060,0.078665,-3.529754,0.004540
0.203410,0.078802,-3.535838,0.004548
0.203770,0.078939,-3.542095,0.004556
0.204120,0.079076,-3.548179,0.004563
0.204470,0.079213,-3.554263,0.004571
0.204830,0.079350,-3.560521,0.004579
0.205180,0.079488,-3.566605,0.004587
0.205540,0.079626,-3.572863,0.004595
0.205900,0.079764,-3.579121,0.004603
0.206250,0.079902,-3.585205,0.004611
0.206610,0.080041,-3.591463,0.004619
0.206970,0.080179,-3.597720,0.004627
0.207330,0.080318,-3.603978,0.004635
0.207680,0.080457,-3.610062,0.004643
0.208040,0.080596,-3.616320,0.004651
0.208400,0.080736,-3.622578,0.004659
0.208760,0.080875,-3.628836,0.004667
0.209120,0.081015,-3.635093,0.004675
0.209490,0.081155,-3.641525,0.004683
0.209850,0.081295,-3.647783,0.004692
0.210210,0.081435,-3.654041,0.004700
0.210570,0.081576,-3.660298,0.004708
0.210940,0.081717,-3.666730,0.004716
0.211300,0.081858,-3.672988,0.004724
0.211660,0.081999,-3.679246,0.004732
0.212030,0.082140,-3.685677,0.004740
0.212390,0.082282,-3.691935,0.004748
0.212760,0.082423,-3.698367,0.004757
0.213130,0.082565,-3.704798,0.004765
0.213490,0.082707,-3.711056,0.004773
0.213860,0.082850,-3.717488,0.004781
0.214230,0.082992,-3.723920,0.004789
0.214600,0.083135,-3.730351,0.004798
0.214970,0.083278,-3.736783,0.004806
0.215330,0.083421,-3.743041,0.004814
0.215700,0.083564,-3.749472,0.004822
0.216070,0.083707,-3.755904,0.004831
0.216450,0.083851,-3.762509,0.004839
0.216820,0.083995,-3.768941,0.004847
0.217190,0.084139,-3.775373,0.004856
0.217560,0.084283,-3.781804,0.004864
0.217930,0.084428,-3.788236,0.004872
0.218310,0.084572,-3.794841,0.004881
0.218680,0.084717,-3.801273,0.004889
0.219060,0.084862,-3.807879,0.004897
0.219430,0.085007,-3.814310,0.004906
0.219810,0.085153,-3.820916,0.004914
0.220180,0.085298,-3.827347,0.004922
0.220560,0.085444,-3.833953,0.004931
0.220940,0.085590,-3.840558,0.004939
0.221310,0.085736,-3.846990,0.004948
0.221690,0.085883,-3.853595,0.004956
0.222070,0.086030,-3.860201,0.004965
0.222450,0.086176,-3.866806,0.004973
0.222830,0.086323,-3.873412,0.004982
0.223210,0.086471,-3.880017,0.004990
0.223590,0.086618,-3.886623,0.004999
0.223970,0.086766,-3.893228,0.005007
0.224350,0.086913,-3.899834,0.005016
0.224730,0.087061,-3.906439,0.005024
0.225120,0.087210,-3.913218,0.005033
0.225500,0.087358,-3.919824,0.005041
0.225880,0.087507,-3.926429,0.005050
0.226270,0.087655,-3.933209,0.005059
0.226650,0.087804,-3.939814,0.005067
0.227040,0.087954,-3.946593,0.005076
0.227420,0.088103,-3.953199,0.005084
0.227810,0.088253,-3.959978,0.005093
0.228190,0.088403,-3.966584,0.005102
0.228580,0.088553,-3.973363,0.005110
0.228970,0.088703,-3.980142,0.005119
0.229360,0.088853,-3.986921,0.005128
0.229750,0.089004,-3.993701,0.005136
0.230140,0.089155,-4.000480,0.005145
0.230530,0.089306,-4.007259,0.005154
0.230920,0.089457,-4.014039,0.005163
0.231310,0.089608,-4.020818,0.005171
0.231700,0.089760,-4.027597,0.005180
0.232090,0.089912,-4.034377,0.005189
0.232480,0.090064,-4.041156,0.005197
0.232880,0.090216,-4.048109,0.005206
0.233270,0.090369,-4.054888,0.005215
0.233660,0.090521,-4.061668,0.005224
0.234060,0.090674,-4.068621,0.005233
0.234450,0.090827,-4.075400,0.005242
0.234850,0.090980,-4.082353,0.005250
0.235250,0.091134,-4.089306,0.005259
0.235640,0.091288,-4.096086,0.005268
0.236040,0.091441,-4.103039,0.005277
0.236440,0.091596,-4.109992,0.005286
0.236840,0.091750,-4.116945,0.005295
0.237230,0.091904,-4.123724,0.005304
0.237630,0.092059,-4.130677,0.005313
0.238030,0.092214,-4.137630,0.005322
0.238430,0.092369,-4.144584,0.005330
0.238830,0.092524,-4.151537,0.005339
0.239240,0.092680,-4.158664,0.005349
0.239640,0.092836,-4.165617,0.005358
0.240040,0.092992,-4.172570,0.005366
0.240440,0.093148,-4.179523,0.005375
0.240850,0.093304,-4.186650,0.005385
0.241250,0.093461,-4.193603,0.005394
0.241660,0.093618,-4.200730,0.005403
0.242060,0.093775,-4.207683,0.005412
0.242470,0.093932,-4.214810,0.005421
0.242870,0.094089,-4.221763,0.005430
0.243280,0.094247,-4.228890,0.005439
0.243690,0.094405,-4.236017,0.005448
0.244100,0.094563,-4.243144,0.005457
0.244500,0.094721,-4.250097,0.005466
0.244910,0.094879,-4.257224,0.005475
0.245320,0.095038,-4.264351,0.005485
0.245730,0.095197,-4.271478,0.005494
0.246140,0.095356,-4.278605,0.005503
